Centre_X,Centre_Y,LargestVoidDiameterPercent
-2.2109,141.4820,0.0000
144.0290,5.0809,6.3348
-15.9620,5.1289,0.0000
-143.9555,-2.6275,0.0000
11.4601,-10.4641,0.0000
2.2801,-139.0290,0.0000
